doc_id,name,md5,segments,status
MOODBOARDING_DOC_OG,MOODBOARDING DOC OG.docx,6ab33e244ca47dabb797fab9aaa45766,12,ledger_built
last_ig_growth_strat,last ig growth strat.docx,7a700bcd0470188e5b4bd2a3cc46e079,12,ledger_built
higssfield_og,higssfield og.docx,1f46d032e3085d9e8a07a14a3d80b121,14,ledger_built
claude_thursday_4_23,claude thursday 4:23.docx,9765644924f0f8b9d368ea4dd6862215,16,ledger_built
PIXIESET_NEW_USE,PIXIESET NEW USE .docx,9051a75032b109efb9de9671c585833e,17,ledger_built
bunch_of_mess,bunch of mess.docx,405852dc221130f676cf30d32a42c76d,17,ledger_built
ai_after_ramon_copy,ai after ramon copy.docx,4e9fd4f2be23790cf71f4b7c3dbc02eb,19,ledger_built
takeover_after_ramon_copy,takeover after ramon copy.docx,9ac7add4cc64ec1edc2fc16eacf7e391,19,ledger_built
meta_everything_use,meta everything use.docx,9eadac689a1a9c97d836aee3f508226a,20,ledger_built
LIGHTING_SET_UPS_OG,LIGHTING SET UPS OG.docx,122657d5f46268777f17f4c22d4c0b59,21,ledger_built
POSING_101_OG,POSING 101 OG.docx,b6ad8d61372e7a089cbc0b85c8ef95d4,23,ledger_built
last_lightroom_hopefully,last lightroom hopefully.docx,414c36b3afe2c08eaa5500e60e6d1e51,25,ledger_built
SOCIAL_MEDIA_3_0_MAY_USE,SOCIAL MEDIA 3.0 MAY USE.docx,e1029c1d55536c77e46b83ab66a6b525,27,ledger_built
youtube_skool_doc,youtube skool doc.docx,1bf5e63c64676cd1d32690c467da3c26,30,ledger_built
cold_out_reach_instantly_gold_everything_use_this,cold out reach instantly gold everything use this always lol.docx,b2f453504bfba53ac06e173c09aabdcd,31,ledger_built
series_1_download,series 1 download.docx,539bc83e603458324cfd8367758b754c,31,ledger_built
gary2_0_use,gary2.0 use.docx,70fcb2c95cc8548369e30c3e6282e1db,44,ledger_built
NEXT_INFO_GRABS,NEXT INFO GRABS.docx,f4763cae5b583d745ba6fd1b91909d82,48,ledger_built
series_5_download,series 5 download.docx,7ec5fe568c52c46c3cb55df61ad2be39,53,ledger_built
new_world,new world.docx,ef367b91a3f15284ed50887271ee3f03,54,ledger_built
world_building_characters_etc,world building characters etc.docx,b949e9b7100637e5ef2260ab34ca4b20,58,ledger_built
high_level_convos,high level convos.docx,e77463311f7db970ff6252e0c1f95cc9,95,ledger_built
new_hot_shit,new hot shit .docx,f9f638606a481e5a6e7ec38aeedfe98e,113,ledger_built
astro_claude_websites_3x_faster,astro claude websites 3x faster.docx,2848080436f2ca6da1b154b9b3c0df7c,117,ledger_built
series_3_download,series 3 download.docx,73961a2280b07167c1c0e239152b02b8,122,ledger_built
series_2_download,series 2 download.docx,6ae0cce97378aa3198cfa703b4af8075,160,ledger_built
